,file_name,gt_transcriptions,total_stutter
24,5678-43301-0009.csv,nor the stutter lines to the new ours and in their place stretch to a wide pavement broken by slopes of steps that led stutter up to the national gallery overhead stutter roofs show crowded freezes of heads against the blue summer sky,10
25,5678-43301-0022.csv,and it's reward and that he's supposed to gather with a few periods on the reform of the prison laws would form the first half of his speech the second part was to be at panegyric of braithwaite treating him as the precursor of a movement that even now had begun,0
26,5678-43301-0026.csv,and a storm stutter of laughter rippled around the throne of heads she heard an indrawn hiss behind your chair in the next instant and exclamation from mabel what was that there was a sharp crack and the tiny gesticulating figure staggered back a step,2
27,5678-43301-0017.csv,and his thin metallic voice piped a sentence or two across the tinkling splash at the fountains behind him then he stepped back and oliver came forward it was too far for the two to hear what was said but mabel slipped the paper smiling tremulously,0
28,5678-43302-0020.csv,and so dramatic the poor stutter devil could not have chosen a worse moment people won't forget it mabel's eyes shone with stutter you poor dear she said are you in pain stutter not much besides crack,12
29,5678-43302-0002.csv,well there was no chance for a priest this time mabel nodded slowly she had read of the man's fate on the placards he was killed trampled and strangled and set oliver i did want to cut you saw me,0
30,5678-43302-0009.csv,but he was not sorry to bear pain in such a cause and it was obvious that the sympathy of england was with him mr. phillips even now was busy in the next room answering the telegrams at port in every moment,0
31,5678-43302-0003.csv,well i dare say stutter it was more merciful but you did stutter you could my dear said stutter the old lady anxiously from the corner i called out to them mother but they wouldn't hear me,9
32,5678-43302-0015.csv,there was some passion and loyalty left in england his stutter mother got up presently and went out still without a word and mabel stutter turn to stutter him laying a hand on his knee are you too tired to talk my dear you open his eyes,8
33,5678-43302-0005.csv,she said that stutter she broke off inside back why did he shoot just then she asked oliver turned his eyes stutter for an stutter instant towards his mother but she was knitting tranquilli then he answered with a curious deliberateness,11
34,5678-43302-0034.csv,but her imagination simply refuse stutter to grasp it a dual of east and west under these stutter conditions was an unthinkable thing there had been no european war within living memory and the stutter eastern wars of the last century had been under the old conditions,11
35,5678-43302-0030.csv,besides the troops don't disperse into europe europe is arming as fast as possible i here we are to meet the powers next week at paris i must go your arm my dear my arm must get well it will have to go with me anyhow,0
36,5678-43302-0000.csv,oliver told them the explanation of the whole affair that evening at home leaning back in his chair with one arm bandaged and in a sling but not been able to get near him at the time the excitement in the square had been too fierce,0
37,5678-43302-0010.csv,caldecott the prime minister maxwell snowford and a dozen others had wired instantly their congratulations and from every part of england streamed in message after message it was an immense stroke for the communists,0
38,5678-43302-0008.csv,nothing stutter he was well-dressed though oliver lean back a little early and stutter closed his eyes his arm still throbbed intolerably but he was very happy stutter at heart it was true that he had been wounded by a fanatic,13
39,5678-43302-0026.csv,mabel do stutter think she is falling back oh she stutter is getting old said the girl lately of course she looks back a little but you don't think it would be too awful she shook her head no,8
40,5678-43302-0032.csv,and all that kind of thing but if stutter well if not it will be a catastrophe such as never has been even imagined,5
41,5678-43302-0018.csv,my dear i feel very downcast sometimes as you know well i do not think i shall be again i have been afraid sometimes that we were losing all our spirit and that the old toys were partly right when they prophesied what communism would do,0
42,5678-43302-0039.csv,european stocks were not appreciably lower than stutter usual men still build houses married wives begat sons and daughters did their stutter business and went to the theater for the stutter reason that there was no good in anything else they can either save nor precipitate the situation,11
43,5678-43302-0022.csv,if they would stutter not be such heavy fools they don't understand they don't understand yes stutter oliver they don't understand what a glorious thing it all is humanity life stutter true that last and the death of folly but haven't i told them a hundred times,8
44,5678-43302-0004.csv,maybelline forward however i know this sounds stupid of me but but i wish they had not killed him all of her smiled at her he knew this tender trait in her to put has been more perfect if they had not,0
45,5678-43302-0012.csv,the huge electric placards over london had wings out the facts in esperanto as oliver stepped into the train at twilight oliver brand wounded catholic assailant indignation of the country,0
46,5678-43302-0013.csv,well deserved fate of assassin he was stutter pleased to that he stutter honestly had done his best to save them and even in that moment of sudden stutter and acute pain he had cried out for a fair trial but he had been too late,8
47,5678-43302-0037.csv,half as much again as the rest of the stutter world put together and the conclusion to be drawn from these premises was not reassuring to england stutter but imagination simply refused to stutter the daily papers how to short careful leading article everyday,10
48,5678-43302-0024.csv,but she stutter could see what she loved to see that response to her own heart and so they sat in silence while stutter the sky darkened yet more and the click of the rider in the next room told them that the world was alive and that they had a share and its affairs,6
49,5678-43302-0031.csv,tell me some more there is no stutter but it is just as certain as it can be that this is the crisis if stutter the east can be persuaded to hold it and now it will never be likely to raise it again it will mean free trade all over the world i suppose,7
50,5678-43302-0028.csv,she can't get it out of her head stutter after 50 years well stutter her won't you by the way yes there's a little more news stutter from the east they say felsenburgh running the whole thing now the empire is sending him everywhere,14
51,5678-43302-0029.csv,kowalski bernardo jackets stutter everywhere and he's been to australia mabel set up briskly isn't that very hopeful i suppose so there's no doubt that the sufis are winning but for how long is another question,3
52,5678-43302-0025.csv,oliver stirred presently stutter did you notice anything just now sweetheart when i said that about jesus christ she stepped knitting for a moment so the girl he nodded you saw that too then,4
53,5678-43302-0016.csv,of course not stutter my darling what is it what do you think will be the effect he raised himself a stutter looking out as usual through the darkening windows onto that astonishing view,7
54,5678-43302-0027.csv,no my dear you're excited and stutter tired it's just a little sentiment oliver stutter i don't think i would say that kind of thing before her stutter she hears it everywhere now no she doesn't remember,9
55,5678-43302-0014.csv,he stutter seen the starting eyes roll up in the crimson face and the horrid grin come and go as the stutter hands had clutched and torn at his throat then the face stutter had vanished and a heavy traveling began where it it disappeared,11
56,5678-43302-0023.csv,she loved to see him like this his stutter confidence flushed face the enthusiasm in his blue stutter eyes and the knowledge of his pain prick her feeling with stutter passion she been forward and kissed him suddenly my dear i am so proud of you know oliver he said nothing,9
57,5678-43302-0040.csv,it was on to largest-scale occasionally people went mad people who had succeeded in getting their imagination to a height when's a glimpse of reality could be obtained and there was a diffused atmosphere of tenseness but that was all,0
58,5678-43302-0036.csv,the whole procedure of war was a matter of stutter theory there are no precedents with which stutter to compare it it was as if archers disputed as to the results stutter cordite only one thing was certain that the east had every modern engine and as regards male population,13
59,5678-43302-0017.csv,everywhere now lights were glowing a sea of mellow moons just above the houses and above the mysterious heavy blue of a summer evening the effect he said it can be nothing but good it was time that something happened,0
60,5678-43302-0011.csv,speaking in defence of stutter principles it was an incalculable game for them and lost for the individualist that confessors were not all on one side after all,5
61,5678-43302-0007.csv,but he must have meant stutter to do it anyhow continued oliver how did stutter they know he was a catholic ask the girl again there was a rosary on him and then he just had time to call stutter on his god and nothing more is known,9
62,5678-43302-0035.csv,now if tales were true entire stutter would be destroyed with a single shell the new conditions were stutter unimaginable military experts prophesied extravagantly stutter contradicting one another on vital points,10
63,5678-43302-0038.csv,founded upon the scraps of news stutter stole out from the conference is on the other side of the world stutter felsenburgh name appeared more frequently than ever otherwise there seemed to be a kind of hush nothing stutter very much trade went on,12
64,5678-43302-0033.csv,these new ben and shine explosives will make stutter certain of that but is it absolutely certain stutter the east has got them absolutely been and shine stutter sold them simultaneously to east and west and then he died luckily for him mabel had heard this kind of talk before,11
65,5678-43302-0006.csv,i said that stutter had done more for the world by one speech than jesus and all his saints put together stutter he was aware that the knitting needle stopped for a second then they went on again as before,8
66,5678-43302-0001.csv,but a messenger had come to his wife with the news that her husband was only slightly wounded and was in the hands of the doctors he was a catholic explain the drawn face tolliver he must've come ready for his repeater was found loaded,0
67,5678-43302-0019.csv,but stutter after this well well we have shown that we can chat our blood to it is stutter in the nick of time to just at the crisis i don't want to exaggerate stutter it is only a scratch but it was so deliberate in,10
68,5678-43302-0021.csv,if only this infernal eastern affair would end stutter he knew he was feverish and irritable stutter made a great effort to drive it down oh my dear he went on flushed a little,7
69,5678-43303-0022.csv,the secretary who breakfasted with her in stutter the parlor looking onto the garden had appeared strangely sided he had stutter told her that he would be away the rest of the day mr oliver had stutter given him his instructions he had to refrain from all discussion of the eastern question,10
70,5678-43303-0035.csv,that she could scarcely hold the receiver to her ear she listened who is there her heart leaped at the sound of her husband's voice tiny and manute across the miles of wire i mabel she said i don't hear,0
71,5678-43303-0033.csv,she have decided to touch them one stutter by one and inquire whether anything had been heard of her husband there was his club his office in whitehall mr. phillips house parliament house and the rest but she hesitated telling herself to be patient,4
72,5678-43303-0028.csv,turning again and again to the window listening to the soft rush of stutter the trains the faint hoots from the track and the musical chords from the junction a mile away the lights were up by now and the vast sweep out the town's look like fairy land between the earthly light,2
73,5678-43303-0009.csv,she asked no no she made live 10 years i stutter he added a word or two of advice as to the use of the stutter oxygen stutter injector and went away the old lady was lying quietly in bed when the girl went up and put out a wrinkled hand,11
74,5678-43303-0008.csv,he made a little deprecating movement with his hands it is not certain that you will die,0
75,5678-43303-0003.csv,she stutter was sincerely fond of the old lady and had always found her presence in the house a quiet sort of delight the effect of her upon the mind was as that of an easy chair upon the body the old lady was so tranquil and human,3
76,5678-43303-0011.csv,for there was no stutter to set straight no judge to be confronted death was an ending not a beginning it was a peaceful gospel at least it became peaceful as soon as the end has come,5
77,5678-43303-0013.csv,back again into the stillness of the stutter instrument that was all in all to itself stutter those same notes would be struck again or being struck again even now all over the world go with stutter an infinite delicacy of difference in the touch,10
78,5678-43303-0015.csv,mr. phillips arrived the next stutter morning as usual just as mabel had left the old ladies room and ask news of her she is stutter a little better i think said mabel she must be very quiet all day stutter the secretary about and turn the side into oliver's room,6
79,5678-43303-0014.csv,but that particular emotion was gone it was stutter foolish to think that it was sounding internally stutter elsewhere for there was no elsewhere she to herself would cease one-day let her see to it that stutter the town was pure and lovely,8
80,5678-43303-0019.csv,she was stutter not offended for she trusted her husband too well but she went on into the stutter room with her heart beating the old lady to seem stutter too excited she lay in bed with a clear flush in her white cheeks and hardly smiled at all to the girls greeting,11
81,5678-43303-0026.csv,but mabel staring out into stutter darkening heavens had seen the stars come out like jewels one by one,5
82,5678-43303-0029.csv,and the heavenly darkness why did not oliver come or stutter least let her know why he did not once stutter she went upstairs miserably anxious herself to reassure the stutter old lady and found her again very drowsy he's not come she said,11
83,5678-43303-0038.csv,yes quick mother is ill shall i stutter leave her how long the doctor has seen her there was silence for a moment yes come in we will go back tonight anyhow then,3
84,5678-43303-0027.csv,of course she might have missed it stutter there was no depending on its exact course stutter but she had seen it a hundred times before and wondered unreasonably why she had not seen it now stutter but she would not sit down to dinner and paste up and down in her white dress,9
85,5678-43303-0025.csv,as she came in she took up the evening paper stutter there was no news there except to the effect stutter that the convention would close that afternoon 20th came but stutter there was no sign of oliver the parents of all or should have arrived an hour before,13
86,5678-43303-0010.csv,well my stutter dear she asked it is just a little weakness mother you must like why i didn't do nothing to you know my t r i i will think a little it was no part of mabel's idea to duty to tell her that she was in danger,2
87,5678-43303-0034.csv,oliver hated interference and he would surely soon remember and relieve her anxiety then even as she turned away the bell rang sharply and a white label flashed into site whitehall she press the corresponding button and her hand shaking so much,0
88,5678-43303-0012.csv,so the girl went downstairs stutter once more with a quiet little a cat her heart that refuse to be still stutter what a strange and beautiful thing death was she told herself this resolution of a cord that stutter had hung suspended for 30 50 or 70 years,12
89,5678-43303-0007.csv,the breaking of a piece of china more irreparable than the ruin of a palace it is so the doctor when it came in she made diet anytime she may live 10 years there is no need to telegraph from this to brand,0
90,5678-43303-0006.csv,her whole point stutter so to speak lay in the delicate little fabric of personality built stutter of fragile things into an entity far more significant than stutter the sum of its component parts the death of a flower reflected mabel is sadder than the death of a lion,11
91,5678-43303-0030.csv,i dare say he may be kept in paris the old face on stutter the pillow nodded and murmured and mabel went down again it was now an hour after dinner time or100 thinks it might have kept him,2
92,5678-43303-0004.csv,so absorbed in small stutter external matters so reminiscent now and then of the days of her youth so utterly stutter without resentment or peevishness,6
93,5678-43303-0002.csv,and mabel running upstairs an stutter alarm at the message of the servant found her rather flushed and agitated stutter her chair it is nothing my dear said the old lady tremulously and she added stutter description of a symptom or two,13
94,5678-43303-0023.csv,and he had stutter her no news of the paris convention he only repeated that mr oliver would be back stutter night then he had gone off in a hurry half an hour later the stutter lady seemed to sleep on the girl one up afterwards and mabel did not like to disturb her,15
95,5678-43303-0037.csv,we are communicating with the press come up here to meet me at once stutter you must be present can you here come in stutter once it will be the greatest thing in history tell no one come before the rush begins in half an hour the way will be stopped all of her,7
96,5678-43303-0036.csv,i'm back all is stutter well now listen can you hear yes the best has happened it stutter is all over in the east felsenburgh has done it now listen i cannot come home tonight it stutter will be announced in paul's house in 2 hours from now,10
97,5678-43303-0032.csv,he might even have wired to mr. phillips and the secretary have forgotten to pass on the message she went at last hopelessly to the telephone and looked at it there it was that round silent month that little row of labeled buttons,0
98,5678-43303-0018.csv,he seemed to move get something and stutter maybe we'll look at him in astonishment it is not eastern news she asked his eyebrows wrinkled a little,4
99,5678-43303-0017.csv,he will will he not you have not heard mr brandt said he would be here for a late dinner you will reach london at 19th and is there any other news you can press his lips there are rumors he said mr and worked me an hour ago,0
100,5678-43303-0000.csv,mabel remembered her husband's advice to watch and for a few days did her best but there was nothing that a long-term the old lady was a little quiet perhaps but went about her my new to fares as usual she asked the girl to read to her sometimes,0
101,5678-43303-0031.csv,he had often been later than this stutter he might have missed the vollard he meant to catch the convention might have been prolonged he might be exhausted and think it better to sleep in paris after all and have forgotten to wire,2
102,5678-43303-0021.csv,will be back to dinner will he not if the father is stutter not laid your mother stutter are you ready for breakfast mabel past an afternoon of considerable agitation it was certain that something that happened,4
103,5678-43303-0001.csv,she packed his stutter bag with her own hands set out his furs for the swift flight to paris and wave to him from the stutter as he went down the little path towards the stutter he would be gone three days he said it was on the evening of the second day that she fell ill,14
104,5678-43303-0020.csv,set mabel old mrs. brand looked stutter at her sharply an instant but said nothing don't excite stutter yourself mother oliver will be back tonight the old lady draw a long breath don't trouble about me stutter dear she said i shall do very well now,11
105,5678-43303-0016.csv,where a stutter heap of letters lay to be answered a couple of hours later as mabel went stutter upstairs once more she met mr. phillips coming down he looked a little flushed under his sallow skin mrs. brandon sent for me he said she wished to know whether mr oliver would be back tonight,7
106,5678-43303-0024.csv,neither did she like to leave the house so she walked by herself in the garden thinking and hoping and fearing to the long shadow lay across the path and the tumbled platform of roofs was bathed in a dusty green haze from the west,0
107,5678-43303-0005.csv,she found less difficulty in stutter contemplating the end of a vigorous soul for in that case she imagined of kind of energetic russia force back into the origin of things,3
108,5561-41616-0018.csv,the juniors forever her off answer all our team is a winner,0
109,5561-41616-0009.csv,i've been practicing a most encouraging howell hippie david and ready have a new one to ready says it's marvelously extraordinary and appallingly great,0
110,5561-41616-0027.csv,where is nora going to the door oh stutter yes i see her she stutter as hot as ever it's a wonder she come to send to come and watch her mortal enemies play,7
111,5561-41616-0011.csv,i feel sure that she didn't and i'm just as sure that she won't get back until she does we shall manage to exist if she doesn't suggested riley,0
112,5561-41616-0036.csv,hard to tell stutter sonora they hissed miss thompson very softly you may be sure continue jessica but it was hissing just the same,3
113,5561-41616-0006.csv,what stutter a delicate way of reminding me that i once was a freshman she explained and has a new stutter of grace she can spout poetry without trying small stutter credit is due me sitting and smiling anyone can twist annabel lee to suit the occasion,10
114,5561-41616-0020.csv,and all the basket soon will land we stutter we sing the praises of the seniors hardly had stutter the last notes. away when the referee blew the whistle and the team's hustle to their positions grace and julia stutter crosby faced each other games amiably and shake hands,12
115,5561-41616-0033.csv,perhaps will challenge you sunday ready so stutter grace mischievous lee i believe you'd win at that he said stutter so earnestly that everyone laughed it was a great triumphs of jessica proudly as she still with mabel and and the locker room while the girls were same street clothing am i knew how old was his success to,5
116,5561-41616-0037.csv,they were sitting down front on the same side as ellen has stutter crab you know what a temper ruth dean has and have ferocious she can look,3
117,5561-41616-0013.csv,the recess bell cut short the conversation and the girls return to their stutter deaths with stutter far better ideas of the kumon game then of the afternoons lessons saturday december 12th don's cold and clear as the girls and stutter both teams were in high spirits as they hustled into their respective locker rooms,9
118,5561-41616-0000.csv,chapter 16 the juniors forever when the four classes assembled thursday morning every girl with the exception of eleanor was in her state,0
119,5561-41616-0012.csv,she felt a personal grudge against eleanor for her accusation against maple who are grown very dear to her and him she mothered like a hand with one check so probably appear at the game and all her glory said miriam nesbitt,0
120,5561-41616-0032.csv,freddy circled about the victors almost too delighted for stutter he was filled with profound admiration for stutter the voice crack team couldn't have played a better game he said solemnly and the girls knew that he could stutter pay them no higher compliment for this team was considered invincible by the high school boys,13
121,5561-41616-0034.csv,glad to know that's a grace there was so many different kinds stutter of noises i couldn't distinguish it there was one noise that started that was promptly hushed stutter you stutter it too didn't you just suuqa oh yes girls i intend to telling you before that supply jessica,14
122,5561-41616-0028.csv,then we'll say that she goes away in stutter a gloomy frame of mine said nora we're going to win and don't you forget to remember it,3
123,5561-41616-0014.csv,and rapidly danzo gymnasium suits the stutter spectators had not yet begun to arrive as it was still early so the girls indulged in a little warming up practice did a few stunts and skipped about overflowing with animal spirit,4
124,5561-41616-0023.csv,the marion barber dropped in it field gold and soon after grace scored on a foul the junior fans howell joyful at the good work of their team the seniors did not intend to allow them to score again in a hurry,0
125,5561-41616-0001.csv,after conducting stutter opening exercises miss thompson print out sentence on the culprits they were to forfeit their recess stutter library and all other privileges until the end of the term,6
126,5561-41616-0022.csv,and sent it stutter flying toward miriam who was so carefully guarded that she dare not attempt to make the basket and stutter after if they managed to throw it to nora who try for the basket at long range stutter and missed there was a gentle scramble for the ball and for 5 minutes neither team scored,7
127,5561-41616-0026.csv,we shall win said merry mess but confidently i feel stutter in my bones let's hope that your bones a true prophets left marion barber oh girls exclaimed eva allen from the open door in which she had been standing looking up at the gallery owner is here,5
128,5561-41616-0015.csv,julia crosby and grace stutter turns sprinting around the gymnasium three times in succession will miriam stutter time them grace finishing just two seconds ahead of julia by quarter of to the gallery was fairly well filled in by 5 minutes of two it was crowded,10
129,5561-41616-0038.csv,she talked for a moment to edna stutter and eleanor they toss their heads but they didn't hiss anymore what did ruth say to them ask grace curiously,3
130,5561-41616-0030.csv,and the stutter sensational playing of nora and miriam was a matter of wonder to the spectators who considered it to be the fastest most brilliant half stutter ever played by in oakdale team,6
131,5561-41616-0021.csv,instead vigilant eyes on stutter the ball that the referee balanced in her hands up it went the whistle stutter sounded and the two captains spring straight for it grace captured it however,6
132,5561-41616-0010.csv,wasn't it nice of miss thompson to exonerate us publicly ask stutter she's always just replied grace i can understand how eleanor stutter be so rude and disagreeable to her she is just like miss thompson from stutter the first i wonder whether she apologize to miss thompson last night muse grace,13
133,5561-41616-0002.csv,they must turn into things every week of stutter not less than 600 words on certain subjects to be assigned to them after in this time any one of them should be reported for a misdemeanor they were to be suspended without delay,4
134,5561-41616-0025.csv,this ended the first half with the score 522 in favor stutter the juniors they'll have to work to catch up with us stutter now signor o'malley trampoline to the members of the team who's that resting the little side room off the gymnasium we had the late but we can't afford to post yet replied grace,8
135,5561-41616-0024.csv,they played such a close guard a game that try as stutter they might the juniors made no headway the julia crosby scored on a field gold making the score 3-2 to this for the junior team on to greater effort and mary i made a brilliant throw to basket that brought forth innovation from the gallery,4
136,5561-41616-0005.csv,it was many and stutter many a year ago and it aged beyond recall that nor the freshman loli stat,2
137,5561-41616-0029.csv,dennis senior score twice on fouls time stutter the score the junior set their teeth stutter and waited and with all their might in main setting a whirlwind pace that cause their fans to shout with wild enthusiasm and fairly days their opponents grace alone at it for follicles,6
138,5561-41616-0016.csv,the juniors with exception of eleanor savell stanchion stutter in a body give the high school you all the moment they spy their team,5
139,5561-41616-0035.csv,just stutter before the last half started miss thompson his cane came in and walked to the other end of the gallery well eleanor and her crowd saw them,3
140,5561-41616-0031.csv,his loyal supporters swoop down upon them the man with stutter the whistle blow and print stuff out whooping like savages that was the greatest game i ever saw plate under this roof crate david bringing grace his hand will hippy hop to be a little yelps of joy,3
141,5561-41616-0008.csv,rice honda few bars the very thing stutter exclaimed now and get busy at once you better sing the tune to yourself all the time you're writing it,5
142,5561-41616-0007.csv,by the way answer grace as you are stutter a poet and you must compose a basketball stutter today and also that the juniors all have copies it's time we had one let me see what would be a good tune rally round the flag suggested miriam nesbitt that has a dandy swing to it,9
143,5561-41616-0004.csv,thank goodness none of us were concerned stutter in that affair she told the members of her basketball team at recess there are two girls in the sophomore and 3 in the freshman team stutter basketball order will have to cool until after the mid-year exams,8
144,5561-41616-0019.csv,shouting the war cry of the stutter juniors there was a great clapping of hands from the admirers of the juniors at stutter effort but the seniors promptly responded from the other end of the stutter gallery to the tune of dixie with the seniors are the real thing hurrah hurrah are gallon to not take sat stand,12
145,5561-41616-0003.csv,the penalty was far from light but they had not been suspended and so they were solved to enjoy it as best they might grace harlowe fell to load lifted from her mind when miss thompson publicly announced that she had not received any information from either maple allison or the pi sigma tau,0
146,5561-41616-0017.csv,i stutter you and your who stood up and beat time with both hands and he could pose the stutter song the week before the juniors had all received copies of the words and had learned them by heart then stutter a sang with the utmost way and came out a particularly strong on the chorus which ran,11
147,5561-41615-0024.csv,i wrote it miss thompson she said clearly i wrote it because i wished to,0
148,5561-41615-0012.csv,dismiss the stutter senior class and requested the three-level classes to remain stutter in their seats after the senior sit quietly left the study hall is tom sinister gravely regarding the rose of stutter girls before her her eyes water toward we're eleanor sat looking forward and indifferent,9
149,5561-41615-0039.csv,it was passed to stutter me by mistake very likely agree grace i wonder who did thomas thompson i saw several goals for the paper,2
150,5561-41615-0016.csv,i was there for astonished to learn that a stutter number of girls regardless of the rules have taken matters into their own hands and have decided to absent themselves from school tomorrow in order to attend the matinee be caving in the theater,2
151,5561-41615-0029.csv,with these words eleanor angela flung the book she stutter held on the desk and walk down the aisle towards the door but miss thompson barker way stop miscible she commanded,4
152,5561-41615-0005.csv,here comes mabel so jessica maybe she has seen the paper,0
153,5561-41615-0013.csv,and then she stutter looked towards grace who steady gray eyes were fixed on the principal's face with respectful attention i don't stutter believe grace is guilty at any rate. miss thompson then she's resting assemble girls something has come to my ears girls so the principal,6
154,5561-41615-0036.csv,the girls sound lead on the wraps and fled from the building stutter fugitives from justice once on the street a lively confab ensued all talking at once stutter let's take turns talking cry grace laughing we stutter should understand each other a little better,12
155,5561-41615-0011.csv,"on wednesday aside from a little more whispering stutter and significant glances exchanged among the pupils not a ripple disturbed the, the study hall it was there for a distinct and not altogether pleasant surprise when was thompson walk into the room",2
156,5561-41615-0017.csv,such a decision is worse than disobedience it has lawlessness,0
157,5561-41615-0044.csv,and the tariff suspension arose in more than stutter one mind as they listen to her scathing remarks,2
158,5561-41615-0038.csv,i suppose it did look as though i stutter told you girl said mabel allison who would join stutter at the gate you know i was with you at recess right after the paper have been passed to me,8
159,5561-41615-0003.csv,at recess there was stutter more grouping and whispering and grace was puzzled and not a little hurt over the way stutter which she and her friends were ignored such a thing had not happened since the basketball trouble the previous year,7
160,5561-41615-0006.csv,mabel not it what was written on it stutter may velazquez curiously mabel look distressed for a moment then she said,4
161,5561-41615-0030.csv,i will not tolerate such behavior elinor stutter to the principal whose face was rigid and its purpose then sank into the nearest vacant seat same defiantly you may keep me here all night if you like,5
162,5561-41615-0002.csv,and that's the morning advance they became fully stutter that something unusual was in the wind stutter times they caught sight of a folded paper being stealthily passed from one desk to another but as to its contents they had no idea as it was not handed to any one of them,10
163,5561-41615-0042.csv,it will have to be something remarkable in this instance replied grace stutter grimley and she stutter paid the girls goodbye remember girls basketball practice again tomorrow and the rest of the stutter miss thompson is promised me that your name please make it a point to be on hand,9
164,5561-41615-0022.csv,her example was followed until two-thirds of stutter girls present were standing the principal stood silently regarding stutter with the expression of severity that was decidedly diskin fitting that will do she said curtly,10
165,5561-41615-0000.csv,chapter 15 a would-be lark,0
166,5561-41615-0010.csv,we don't want you to tell if it doesn't concern us we stutter don't care do we girls know indeed was a reply just then the bell sounded and the girls return to their seats with the riddle still unsolved,4
167,5561-41615-0048.csv,you may apologize to me now and tomorrow to the girls who have accused of treachery,0
168,5561-41615-0046.csv,when the last girl had disappeared the principal turn to eleanor,0
169,5561-41615-0009.csv,i can't bear to have secrets and not tell you,0
